TimeStamp,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,RH2M,WD10M,WS10M,PS,PRECTOTCORR
2021-08-05 15:00:00+00:00,2021,8,5,15,104.28,45.65,10.26,86,8.96,3.44,100.51,0.01
2021-08-05 16:00:00+00:00,2021,8,5,16,28.66,11.98,9.57,88.81,2.5,2.53,100.5,0
2021-08-05 17:00:00+00:00,2021,8,5,17,0,0,8.64,93.19,346.11,1.76,100.51,0
2021-08-05 18:00:00+00:00,2021,8,5,18,0,0,8.4,94.75,319.78,2.03,100.55,0.01
2021-08-05 19:00:00+00:00,2021,8,5,19,0,0,8.37,94.5,301.65,1.64,100.57,0.01
2021-08-05 20:00:00+00:00,2021,8,5,20,0,0,8.43,93.19,284.22,1.07,100.56,0
2021-08-05 21:00:00+00:00,2021,8,5,21,0,0,8.53,91.88,275,0.8,100.55,0
2021-08-05 22:00:00+00:00,2021,8,5,22,0,0,8.44,90.88,215.58,0.28,100.51,0
2021-08-05 23:00:00+00:00,2021,8,5,23,0,0,8.39,90.12,144.18,0.32,100.47,0
2021-08-06 00:00:00+00:00,2021,8,6,0,0,0,8.37,89.44,248.43,0.07,100.44,0
2021-08-06 01:00:00+00:00,2021,8,6,1,0,0,8.26,89.44,295.82,0.42,100.41,0
2021-08-06 02:00:00+00:00,2021,8,6,2,0,0,8.08,90.56,298.84,0.78,100.39,0.01
2021-08-06 03:00:00+00:00,2021,8,6,3,0,0,7.88,91.88,291.04,0.92,100.38,0.01
2021-08-06 04:00:00+00:00,2021,8,6,4,0,0,7.82,92.56,272.51,0.89,100.38,0.01
2021-08-06 05:00:00+00:00,2021,8,6,5,0,0,7.8,92.25,249.32,0.8,100.4,0.01
2021-08-06 06:00:00+00:00,2021,8,6,6,0,0,7.83,90.19,230.58,0.77,100.43,0.01
2021-08-06 07:00:00+00:00,2021,8,6,7,28.36,12.3,8.25,86.69,219.82,0.93,100.46,0.01
2021-08-06 08:00:00+00:00,2021,8,6,8,137.68,60.08,9.05,81.88,220.22,1.15,100.48,0.01
2021-08-06 09:00:00+00:00,2021,8,6,9,215.77,96.3,10.23,77.06,228.06,1.38,100.48,0
2021-08-06 10:00:00+00:00,2021,8,6,10,298.92,133.65,11.52,73.56,233.81,1.41,100.47,0
2021-08-06 11:00:00+00:00,2021,8,6,11,379.97,170.05,12.73,72.38,251.08,1.39,100.4,0
2021-08-06 12:00:00+00:00,2021,8,6,12,373.77,165.9,13.78,74,273.77,1.8,100.29,0
2021-08-06 13:00:00+00:00,2021,8,6,13,369.35,161.92,14.2,74.12,286.46,2.5,100.2,0
2021-08-06 14:00:00+00:00,2021,8,6,14,243.31,107.52,14.04,76.25,291.36,3.18,100.15,0
2021-08-06 15:00:00+00:00,2021,8,6,15,147.66,64.15,13.43,80,290.75,3.81,100.14,0
2021-08-06 16:00:00+00:00,2021,8,6,16,46.09,18.88,12.3,86.88,287.16,4.54,100.16,0
2021-08-06 17:00:00+00:00,2021,8,6,17,0,0,11.17,94.44,280.54,4.92,100.21,0
2021-08-06 18:00:00+00:00,2021,8,6,18,0,0,10.9,96.5,272.48,4.77,100.27,0
2021-08-06 19:00:00+00:00,2021,8,6,19,0,0,10.62,97.56,262.15,4.27,100.32,0
2021-08-06 20:00:00+00:00,2021,8,6,20,0,0,10.34,97.56,248.21,4.35,100.35,0
2021-08-06 21:00:00+00:00,2021,8,6,21,0,0,10.11,97.12,239.81,4.45,100.35,0
2021-08-06 22:00:00+00:00,2021,8,6,22,0,0,9.83,96.69,235.83,4.38,100.35,0
2021-08-06 23:00:00+00:00,2021,8,6,23,0,0,9.4,97.5,233.47,4.13,100.34,0
2021-08-07 00:00:00+00:00,2021,8,7,0,0,0,9.1,98,230.96,4.2,100.35,0
2021-08-07 01:00:00+00:00,2021,8,7,1,0,0,9.1,96.44,228.58,4.71,100.35,0
2021-08-07 02:00:00+00:00,2021,8,7,2,0,0,9.1,95.5,227.65,4.96,100.34,0
2021-08-07 03:00:00+00:00,2021,8,7,3,0,0,8.75,96.31,227,5.08,100.35,0
2021-08-07 04:00:00+00:00,2021,8,7,4,0,0,8.11,97.62,227.39,5.5,100.37,0
2021-08-07 05:00:00+00:00,2021,8,7,5,0,0,7.76,96.62,225.97,6.22,100.4,0
2021-08-07 06:00:00+00:00,2021,8,7,6,0,0,7.65,95.12,224.96,6.58,100.43,0
2021-08-07 07:00:00+00:00,2021,8,7,7,84.77,36.4,8.29,91.19,226.25,7.52,100.46,0
2021-08-07 08:00:00+00:00,2021,8,7,8,195.88,86.2,9.13,85.5,226.44,8.44,100.49,0
2021-08-07 09:00:00+00:00,2021,8,7,9,279.8,124.5,10.06,79.12,227.19,8.75,100.49,0
2021-08-07 10:00:00+00:00,2021,8,7,10,372.09,166.83,10.76,73.44,228.75,8.97,100.51,0
2021-08-07 11:00:00+00:00,2021,8,7,11,433.88,194.4,11.23,68.81,230.45,8.9,100.49,0
2021-08-07 12:00:00+00:00,2021,8,7,12,454.26,203.17,11.57,64.56,232.59,8.63,100.44,0
2021-08-07 13:00:00+00:00,2021,8,7,13,390.48,172.7,11.8,61.12,235.48,8.26,100.38,0
2021-08-07 14:00:00+00:00,2021,8,7,14,294.83,131.4,11.69,59.94,238.56,7.82,100.35,0
2021-08-07 15:00:00+00:00,2021,8,7,15,175.73,75.8,11.37,61.19,241.37,7.29,100.34,0
2021-08-07 16:00:00+00:00,2021,8,7,16,46.6,19.92,10.57,66.44,244.12,6.44,100.36,0
2021-08-07 17:00:00+00:00,2021,8,7,17,0,0,9.55,73.88,245.03,5.82,100.37,0
2021-08-07 18:00:00+00:00,2021,8,7,18,0,0,9.02,78.25,243.74,5.59,100.4,0
2021-08-07 19:00:00+00:00,2021,8,7,19,0,0,8.62,80.38,241.19,5.31,100.41,0
2021-08-07 20:00:00+00:00,2021,8,7,20,0,0,8.23,81.94,241.2,4.99,100.42,0
2021-08-07 21:00:00+00:00,2021,8,7,21,0,0,7.69,82.38,241.46,5.27,100.43,0
2021-08-07 22:00:00+00:00,2021,8,7,22,0,0,7.08,83.56,243.04,5.33,100.43,0
2021-08-07 23:00:00+00:00,2021,8,7,23,0,0,6.62,85.12,245.35,5.19,100.43,0
2021-08-08 00:00:00+00:00,2021,8,8,0,0,0,6.3,86.19,246.67,5.04,100.44,0
2021-08-08 01:00:00+00:00,2021,8,8,1,0,0,5.98,86.88,246.55,4.88,100.44,0
2021-08-08 02:00:00+00:00,2021,8,8,2,0,0,5.77,86.81,245.64,4.66,100.41,0
2021-08-08 03:00:00+00:00,2021,8,8,3,0,0,5.73,85.81,244.86,4.24,100.41,0
2021-08-08 04:00:00+00:00,2021,8,8,4,0,0,5.94,83.75,242.79,3.67,100.44,0
2021-08-08 05:00:00+00:00,2021,8,8,5,0,0,6.14,81.44,235.45,2.88,100.51,0
2021-08-08 06:00:00+00:00,2021,8,8,6,0,0,6.38,78.56,218.24,1.96,100.59,0
2021-08-08 07:00:00+00:00,2021,8,8,7,84.38,34.55,7.01,75.06,192.98,1.19,100.68,0
2021-08-08 08:00:00+00:00,2021,8,8,8,242.02,102.52,7.92,69.19,161.67,0.61,100.77,0
2021-08-08 09:00:00+00:00,2021,8,8,9,404.45,174.35,8.73,65.31,36.43,0.47,100.84,0
2021-08-08 10:00:00+00:00,2021,8,8,10,527.93,228.75,9.58,63.44,19.1,1.25,100.9,0
2021-08-08 11:00:00+00:00,2021,8,8,11,553.76,239.83,10.16,63.56,21.52,1.88,100.93,0
2021-08-08 12:00:00+00:00,2021,8,8,12,539.73,234.1,10.4,64.31,23.94,2.4,100.93,0
2021-08-08 13:00:00+00:00,2021,8,8,13,493.48,212.88,10.41,65.94,23.65,2.82,100.92,0
2021-08-08 14:00:00+00:00,2021,8,8,14,355.12,152.9,10.22,67.62,20.67,3.05,100.94,0
2021-08-08 15:00:00+00:00,2021,8,8,15,195.89,81.27,9.82,69.31,17.99,2.95,100.99,0
2021-08-08 16:00:00+00:00,2021,8,8,16,68.34,27,9.12,72.88,12.94,2.4,101.04,0
2021-08-08 17:00:00+00:00,2021,8,8,17,0,0,7.99,78.75,0.12,1.82,101.09,0
2021-08-08 18:00:00+00:00,2021,8,8,18,0,0,7.8,77.5,341.45,1.41,101.13,0
2021-08-08 19:00:00+00:00,2021,8,8,19,0,0,7.75,76.31,306.57,1.08,101.15,0
2021-08-08 20:00:00+00:00,2021,8,8,20,0,0,7.6,76.38,262.64,1.19,101.14,0
2021-08-08 21:00:00+00:00,2021,8,8,21,0,0,7.3,77.88,236.74,1.6,101.12,0
2021-08-08 22:00:00+00:00,2021,8,8,22,0,0,6.88,80.38,224.12,2.06,101.08,0
2021-08-08 23:00:00+00:00,2021,8,8,23,0,0,6.41,83.69,216.83,2.5,101.05,0
2021-08-09 00:00:00+00:00,2021,8,9,0,0,0,6.06,86.06,212.98,2.8,101.03,0
2021-08-09 01:00:00+00:00,2021,8,9,1,0,0,5.76,87.56,211.23,2.96,101,0
2021-08-09 02:00:00+00:00,2021,8,9,2,0,0,5.62,87.69,210,2.9,100.95,0
2021-08-09 03:00:00+00:00,2021,8,9,3,0,0,5.55,87.62,207.89,2.7,100.93,0
2021-08-09 04:00:00+00:00,2021,8,9,4,0,0,5.61,87.12,206.59,2.48,100.93,0
2021-08-09 05:00:00+00:00,2021,8,9,5,0,0,5.78,86.38,208.78,2.29,100.96,0
2021-08-09 06:00:00+00:00,2021,8,9,6,0,0,5.88,86.38,214.52,2.25,101,0
2021-08-09 07:00:00+00:00,2021,8,9,7,122.63,49.8,6.91,83.56,221.79,2.46,101.02,0
2021-08-09 08:00:00+00:00,2021,8,9,8,291.38,123.8,8.51,77.69,231.24,2.9,101.03,0
2021-08-09 09:00:00+00:00,2021,8,9,9,459.75,198.3,10.02,74.31,241.96,3.35,101.02,0
2021-08-09 10:00:00+00:00,2021,8,9,10,555.72,243.08,11.88,68.06,250.13,4.09,101,0
2021-08-09 11:00:00+00:00,2021,8,9,11,604.65,265.02,13.29,64.62,255.62,4.43,100.95,0
2021-08-09 12:00:00+00:00,2021,8,9,12,599.37,262.88,13.95,63.69,261.43,4.45,100.88,0
2021-08-09 13:00:00+00:00,2021,8,9,13,540.53,236.02,14.22,62.62,265.42,4.58,100.84,0
2021-08-09 14:00:00+00:00,2021,8,9,14,442.95,191.73,14.19,61.94,265.41,4.61,100.81,0
2021-08-09 15:00:00+00:00,2021,8,9,15,267.38,112.88,13.79,62.88,263.99,4.63,100.8,0
2021-08-09 16:00:00+00:00,2021,8,9,16,90.44,35.88,12.35,70.12,265.44,4.46,100.81,0
2021-08-09 17:00:00+00:00,2021,8,9,17,0,0,10.05,80.88,264.15,4.9,100.84,0
2021-08-09 18:00:00+00:00,2021,8,9,18,0,0,9.1,88.94,260.56,5.27,100.88,0
2021-08-09 19:00:00+00:00,2021,8,9,19,0,0,8.45,94.88,256.95,5.17,100.9,0
2021-08-09 20:00:00+00:00,2021,8,9,20,0,0,7.97,98.75,252.84,4.73,100.89,0
2021-08-09 21:00:00+00:00,2021,8,9,21,0,0,7.54,100,247.49,4.37,100.87,0
2021-08-09 22:00:00+00:00,2021,8,9,22,0,0,7.23,100,242.99,4.27,100.85,0
2021-08-09 23:00:00+00:00,2021,8,9,23,0,0,6.91,100,241.15,4.32,100.82,0
2021-08-10 00:00:00+00:00,2021,8,10,0,0,0,6.53,100,239.81,4.4,100.81,0
2021-08-10 01:00:00+00:00,2021,8,10,1,0,0,6.13,100,238.64,4.47,100.79,0
2021-08-10 02:00:00+00:00,2021,8,10,2,0,0,5.89,100,238.09,4.61,100.77,0
2021-08-10 03:00:00+00:00,2021,8,10,3,0,0,5.74,97.12,236.56,4.65,100.75,0
2021-08-10 04:00:00+00:00,2021,8,10,4,0,0,5.48,95.62,233.56,4.53,100.75,0
2021-08-10 05:00:00+00:00,2021,8,10,5,0,0,4.99,96.62,230.63,4.3,100.76,0
2021-08-10 06:00:00+00:00,2021,8,10,6,7.34,1.23,4.7,96.94,226.6,4.22,100.8,0
2021-08-10 07:00:00+00:00,2021,8,10,7,110.72,44.17,5.78,89.62,223.55,4.38,100.84,0
2021-08-10 08:00:00+00:00,2021,8,10,8,298.8,124.55,7.03,81.88,223.95,4.67,100.85,0
2021-08-10 09:00:00+00:00,2021,8,10,9,465.81,197.45,8.65,74.94,229,4.47,100.83,0
2021-08-10 10:00:00+00:00,2021,8,10,10,582.29,248.73,10.54,68.19,237.73,4.53,100.82,0
2021-08-10 11:00:00+00:00,2021,8,10,11,627.25,268.2,12.31,60.88,247.09,4.94,100.76,0
2021-08-10 12:00:00+00:00,2021,8,10,12,625.93,267.2,13.47,57.88,255.84,5.25,100.69,0
2021-08-10 13:00:00+00:00,2021,8,10,13,580.59,245.7,14.05,55.94,259.45,5.54,100.64,0
2021-08-10 14:00:00+00:00,2021,8,10,14,460.99,194.42,14.17,54.5,258.53,5.81,100.61,0
2021-08-10 15:00:00+00:00,2021,8,10,15,283.84,116.58,13.8,55.25,256.18,5.75,100.6,0
2021-08-10 16:00:00+00:00,2021,8,10,16,99.21,38.1,12.28,63.25,253.72,4.93,100.6,0
2021-08-10 17:00:00+00:00,2021,8,10,17,0,0,9.87,72.31,247.4,4.91,100.62,0
2021-08-10 18:00:00+00:00,2021,8,10,18,0,0,8.91,77.56,238.48,4.72,100.65,0
2021-08-10 19:00:00+00:00,2021,8,10,19,0,0,8.22,80.69,230.31,4.35,100.64,0
2021-08-10 20:00:00+00:00,2021,8,10,20,0,0,7.62,81.69,231.29,4.15,100.62,0
2021-08-10 21:00:00+00:00,2021,8,10,21,0,0,7.12,83,237.61,4.25,100.58,0
2021-08-10 22:00:00+00:00,2021,8,10,22,0,0,6.65,85.94,241.71,4.35,100.53,0
2021-08-10 23:00:00+00:00,2021,8,10,23,0,0,6.19,89.25,243.91,4.35,100.47,0
2021-08-11 00:00:00+00:00,2021,8,11,0,0,0,5.72,93.25,243.91,4.23,100.42,0
2021-08-11 01:00:00+00:00,2021,8,11,1,0,0,5.31,97.88,245.66,4.14,100.37,0
2021-08-11 02:00:00+00:00,2021,8,11,2,0,0,5.06,100,246.49,4.07,100.32,0
2021-08-11 03:00:00+00:00,2021,8,11,3,0,0,5,100,242.82,3.84,100.28,0
2021-08-11 04:00:00+00:00,2021,8,11,4,0,0,4.92,100,229.87,3.42,100.25,0
2021-08-11 05:00:00+00:00,2021,8,11,5,0,0,4.33,100,207.29,3.12,100.24,0
2021-08-11 06:00:00+00:00,2021,8,11,6,8,1.52,3.45,100,186.53,3.1,100.24,0
2021-08-11 07:00:00+00:00,2021,8,11,7,108.47,43.23,4.23,95.88,174.72,3,100.26,0
2021-08-11 08:00:00+00:00,2021,8,11,8,286.39,118.95,5.02,88.31,174.79,2.15,100.28,0
2021-08-11 09:00:00+00:00,2021,8,11,9,443.25,187.35,6.87,78.19,188.2,1.09,100.27,0
2021-08-11 10:00:00+00:00,2021,8,11,10,571.77,243.65,9.08,67.31,271.46,0.63,100.27,0
2021-08-11 11:00:00+00:00,2021,8,11,11,620.8,265.02,10.5,65.62,313.66,1.49,100.23,0
2021-08-11 12:00:00+00:00,2021,8,11,12,620.66,265.38,11.43,63.75,318.03,2.27,100.19,0
2021-08-11 13:00:00+00:00,2021,8,11,13,582.94,247.4,11.67,62.75,316.19,2.7,100.16,0
2021-08-11 14:00:00+00:00,2021,8,11,14,454.54,191.55,11.48,64.44,313.81,2.68,100.15,0
2021-08-11 15:00:00+00:00,2021,8,11,15,279.31,114.6,11.01,66.88,315.32,2.3,100.16,0
2021-08-11 16:00:00+00:00,2021,8,11,16,98.03,38.02,10.05,73.81,318.91,2.06,100.21,0
2021-08-11 17:00:00+00:00,2021,8,11,17,0,0,8.69,79.81,321.64,1.91,100.26,0
2021-08-11 18:00:00+00:00,2021,8,11,18,0,0,8.41,80.81,321.31,1.7,100.32,0
2021-08-11 19:00:00+00:00,2021,8,11,19,0,0,8.44,80.44,320,1.29,100.37,0
2021-08-11 20:00:00+00:00,2021,8,11,20,0,0,8.54,79.88,317.59,0.74,100.39,0
2021-08-11 21:00:00+00:00,2021,8,11,21,0,0,8.53,79.25,307.47,0.22,100.39,0
2021-08-11 22:00:00+00:00,2021,8,11,22,0,0,8.36,79.56,112.53,0.22,100.37,0
2021-08-11 23:00:00+00:00,2021,8,11,23,0,0,8.12,80.44,95,0.56,100.36,0
2021-08-12 00:00:00+00:00,2021,8,12,0,0,0,7.94,81,81.33,0.84,100.35,0
2021-08-12 01:00:00+00:00,2021,8,12,1,0,0,7.72,82,71.07,1.13,100.35,0
2021-08-12 02:00:00+00:00,2021,8,12,2,0,0,7.44,83.88,67.74,1.44,100.34,0
2021-08-12 03:00:00+00:00,2021,8,12,3,0,0,7.1,86.56,70.67,1.77,100.35,0
2021-08-12 04:00:00+00:00,2021,8,12,4,0,0,6.63,90.06,79.69,2.11,100.38,0
2021-08-12 05:00:00+00:00,2021,8,12,5,0,0,6.05,94.12,90.3,2.56,100.43,0
2021-08-12 06:00:00+00:00,2021,8,12,6,4.66,0.65,5.58,97.12,95.53,2.97,100.48,0
2021-08-12 07:00:00+00:00,2021,8,12,7,47.4,20.2,6.73,91.19,96.67,3.03,100.54,0
2021-08-12 08:00:00+00:00,2021,8,12,8,130.77,56.5,8.26,84.06,92.95,3.1,100.59,0
2021-08-12 09:00:00+00:00,2021,8,12,9,213.09,93.8,9.4,78.88,87.17,2.96,100.63,0
2021-08-12 10:00:00+00:00,2021,8,12,10,287.1,128.17,10.37,73.81,78.71,2.8,100.65,0
2021-08-12 11:00:00+00:00,2021,8,12,11,273.02,123.95,11,71.56,62.89,2.56,100.62,0
2021-08-12 12:00:00+00:00,2021,8,12,12,281.83,127.1,11.37,70.56,42.1,2.45,100.55,0
2021-08-12 13:00:00+00:00,2021,8,12,13,280.97,124.75,11.44,70.69,20.87,2.34,100.51,0
2021-08-12 14:00:00+00:00,2021,8,12,14,203.95,89.48,11.2,71.94,0.49,2.18,100.5,0
2021-08-12 15:00:00+00:00,2021,8,12,15,111.7,47.65,10.73,74.19,337.42,2.09,100.52,0
2021-08-12 16:00:00+00:00,2021,8,12,16,40.66,18.02,9.69,81.56,321.04,2.57,100.57,0
2021-08-12 17:00:00+00:00,2021,8,12,17,0,0,8.03,91.44,311.59,2.94,100.63,0
2021-08-12 18:00:00+00:00,2021,8,12,18,0,0,7.33,96.94,301.05,3.03,100.71,0
2021-08-12 19:00:00+00:00,2021,8,12,19,0,0,7.11,99.06,288.38,2.94,100.77,0
2021-08-12 20:00:00+00:00,2021,8,12,20,0,0,7.18,98.38,275.12,2.75,100.81,0
2021-08-12 21:00:00+00:00,2021,8,12,21,0,0,7.08,98.25,262.69,2.49,100.82,0.01
2021-08-12 22:00:00+00:00,2021,8,12,22,0,0,6.89,98.44,253,2.42,100.81,0.01
2021-08-12 23:00:00+00:00,2021,8,12,23,0,0,6.73,98.44,247.02,2.51,100.79,0.01
2021-08-13 00:00:00+00:00,2021,8,13,0,0,0,6.64,97.94,246.29,2.7,100.76,0.01
2021-08-13 01:00:00+00:00,2021,8,13,1,0,0,6.47,97.81,243.77,2.86,100.74,0.01
2021-08-13 02:00:00+00:00,2021,8,13,2,0,0,6.19,97.62,239.91,2.95,100.71,0.01
2021-08-13 03:00:00+00:00,2021,8,13,3,0,0,5.87,97.38,236.44,3.07,100.7,0.01
2021-08-13 04:00:00+00:00,2021,8,13,4,0,0,5.46,97.88,232.8,3.04,100.71,0.01
2021-08-13 05:00:00+00:00,2021,8,13,5,0,0,5.24,98.44,228.78,2.93,100.76,0.01
2021-08-13 06:00:00+00:00,2021,8,13,6,3.73,0.5,5.23,98.31,226.08,2.86,100.82,0.01
2021-08-13 07:00:00+00:00,2021,8,13,7,18.29,7.55,6.05,93.62,224.86,3.05,100.88,0.01
2021-08-13 08:00:00+00:00,2021,8,13,8,60.08,26.25,6.95,88.81,222.91,3.1,100.91,0.01
2021-08-13 09:00:00+00:00,2021,8,13,9,114.59,52.23,8.35,81.88,219.59,2.94,100.93,0.01
2021-08-13 10:00:00+00:00,2021,8,13,10,171.63,80.2,9.85,74.38,220.73,2.72,100.91,0
2021-08-13 11:00:00+00:00,2021,8,13,11,239.88,111.58,11.37,67.06,235.92,2.5,100.83,0
2021-08-13 12:00:00+00:00,2021,8,13,12,333.23,149.95,12.73,60.88,259.1,2.76,100.75,0
2021-08-13 13:00:00+00:00,2021,8,13,13,417.35,181.75,13.19,60.62,272.85,3.53,100.67,0
2021-08-13 14:00:00+00:00,2021,8,13,14,334.52,143.5,12.99,61.75,276.51,4.42,100.66,0
2021-08-13 15:00:00+00:00,2021,8,13,15,209.51,87.88,12.26,64.44,273.44,5.07,100.67,0
2021-08-13 16:00:00+00:00,2021,8,13,16,77.04,31.42,10.93,71.62,270.15,5.16,100.69,0
2021-08-13 17:00:00+00:00,2021,8,13,17,0,0,8.87,83.06,266.12,4.9,100.72,0
2021-08-13 18:00:00+00:00,2021,8,13,18,0,0,7.95,88.94,258.43,4.94,100.75,0
2021-08-13 19:00:00+00:00,2021,8,13,19,0,0,7.25,93.44,249.19,4.68,100.76,0
2021-08-13 20:00:00+00:00,2021,8,13,20,0,0,6.76,96.06,238.82,4.44,100.74,0
2021-08-13 21:00:00+00:00,2021,8,13,21,0,0,6.33,97.25,230.32,4.16,100.7,0
2021-08-13 22:00:00+00:00,2021,8,13,22,0,0,5.97,96.81,228.52,3.94,100.67,0
2021-08-13 23:00:00+00:00,2021,8,13,23,0,0,5.57,96.88,231.57,3.7,100.65,0
2021-08-14 00:00:00+00:00,2021,8,14,0,0,0,5.38,96.81,234.36,3.6,100.63,0
2021-08-14 01:00:00+00:00,2021,8,14,1,0,0,5.08,97.5,232.03,3.53,100.6,0
2021-08-14 02:00:00+00:00,2021,8,14,2,0,0,4.9,97,231.55,3.47,100.57,0
2021-08-14 03:00:00+00:00,2021,8,14,3,0,0,4.64,97,233.84,3.27,100.55,0
2021-08-14 04:00:00+00:00,2021,8,14,4,0,0,4.33,98.5,236.05,3.11,100.57,0
2021-08-14 05:00:00+00:00,2021,8,14,5,0,0,4.22,99,237.23,3.17,100.58,0
2021-08-14 06:00:00+00:00,2021,8,14,6,6.08,1.3,4.21,98.88,237.23,3.17,100.58,0
2021-08-14 07:00:00+00:00,2021,8,14,7,54.91,22.88,5.3,92.94,232.74,3.11,100.57,0
2021-08-14 08:00:00+00:00,2021,8,14,8,148.74,62.7,6.54,85.88,224.41,3.21,100.55,0
2021-08-14 09:00:00+00:00,2021,8,14,9,241.95,106.92,7.65,79.56,224.4,2.48,100.51,0
2021-08-14 10:00:00+00:00,2021,8,14,10,267.91,112.8,8.82,73,261.34,1.85,100.51,0
2021-08-14 11:00:00+00:00,2021,8,14,11,459,201.9,9.51,71.88,297.16,2.8,100.51,0
2021-08-14 12:00:00+00:00,2021,8,14,12,435.77,191.08,9.62,73.81,303.51,3.28,100.49,0
2021-08-14 13:00:00+00:00,2021,8,14,13,413.55,180.08,9.38,76.5,305.59,3.2,100.46,0
2021-08-14 14:00:00+00:00,2021,8,14,14,318.93,137.65,8.87,79.25,306.8,3.11,100.45,0
2021-08-14 15:00:00+00:00,2021,8,14,15,154.87,66.02,8.38,81.81,307.59,2.94,100.47,0
2021-08-14 16:00:00+00:00,2021,8,14,16,54.88,23.1,7.86,84.38,305.58,2.54,100.46,0
2021-08-14 17:00:00+00:00,2021,8,14,17,0,0,7.08,88.69,307.26,2.27,100.44,0
2021-08-14 18:00:00+00:00,2021,8,14,18,0,0,6.68,90.62,309.87,2.09,100.43,0
2021-08-14 19:00:00+00:00,2021,8,14,19,0,0,6.49,90.81,319.03,1.84,100.42,0
2021-08-14 20:00:00+00:00,2021,8,14,20,0,0,6.44,91.38,338.15,1.98,100.41,0
2021-08-14 21:00:00+00:00,2021,8,14,21,0,0,6.29,92.38,348.08,2.37,100.39,0
2021-08-14 22:00:00+00:00,2021,8,14,22,0,0,6.46,92.12,350.79,2.61,100.39,0.01
2021-08-14 23:00:00+00:00,2021,8,14,23,0,0,6.6,92.81,349.92,2.87,100.41,0.01
2021-08-15 00:00:00+00:00,2021,8,15,0,0,0,6.58,93.44,357.61,2.66,100.42,0.01
2021-08-15 01:00:00+00:00,2021,8,15,1,0,0,6.69,93.19,12.72,2.63,100.42,0.01
2021-08-15 02:00:00+00:00,2021,8,15,2,0,0,6.76,93.38,37.68,2.6,100.4,0.01
2021-08-15 03:00:00+00:00,2021,8,15,3,0,0,6.9,93.5,77.84,3.3,100.37,0.01
2021-08-15 04:00:00+00:00,2021,8,15,4,0,0,7.1,93.31,96.38,4.58,100.34,0.02
2021-08-15 05:00:00+00:00,2021,8,15,5,0,0,6.95,93.88,97.2,5.05,100.31,0
2021-08-15 06:00:00+00:00,2021,8,15,6,5.14,1.02,6.84,94.62,73.3,4.78,100.32,0
2021-08-15 07:00:00+00:00,2021,8,15,7,27.91,12.23,7.65,91.81,50.55,5.68,100.35,0
2021-08-15 08:00:00+00:00,2021,8,15,8,82.53,39.67,8.21,89.5,49.73,6.59,100.35,0
2021-08-15 09:00:00+00:00,2021,8,15,9,104.05,49.52,8.44,87.75,60.75,7,100.28,0
2021-08-15 10:00:00+00:00,2021,8,15,10,149.85,71.08,9.05,84.81,59.95,7.87,100.29,0
2021-08-15 11:00:00+00:00,2021,8,15,11,195.73,93.33,9.44,83.75,51.57,8.85,100.32,0.02
2021-08-15 12:00:00+00:00,2021,8,15,12,163.7,80.12,9.48,83.81,50.05,9.16,100.24,0.05
2021-08-15 13:00:00+00:00,2021,8,15,13,104.23,51.05,9.69,83.38,45.3,9.16,100.17,0.09
2021-08-15 14:00:00+00:00,2021,8,15,14,63.48,30.25,9.49,85,51.01,8.89,100.14,0.21
2021-08-15 15:00:00+00:00,2021,8,15,15,53.16,23.42,9.3,86.81,60.36,8.95,100.08,0.53
2021-08-15 16:00:00+00:00,2021,8,15,16,28.76,13.5,9.24,87.69,65.56,9.12,100.06,0.87
2021-08-15 17:00:00+00:00,2021,8,15,17,0,0,9.15,88.81,68.31,9.2,100.03,0.96
2021-08-15 18:00:00+00:00,2021,8,15,18,0,0,9.11,90.56,68.07,9.27,100.04,0.74
2021-08-15 19:00:00+00:00,2021,8,15,19,0,0,9.08,91.75,70.18,9.42,99.99,0.58
2021-08-15 20:00:00+00:00,2021,8,15,20,0,0,9.07,92.81,69.37,9.87,99.93,0.77
2021-08-15 21:00:00+00:00,2021,8,15,21,0,0,9.17,94.31,66.47,10.28,99.88,1.05
2021-08-15 22:00:00+00:00,2021,8,15,22,0,0,9.44,95.12,65.42,10.61,99.83,1.05
2021-08-15 23:00:00+00:00,2021,8,15,23,0,0,9.76,95.44,64.22,10.75,99.81,0.96
2021-08-16 00:00:00+00:00,2021,8,16,0,0,0,10.01,95.69,65.13,11.35,99.77,0.88
2021-08-16 01:00:00+00:00,2021,8,16,1,0,0,10.26,95.31,64.82,12.19,99.71,0.85
2021-08-16 02:00:00+00:00,2021,8,16,2,0,0,10.51,95.12,60.44,12.85,99.68,1.59
2021-08-16 03:00:00+00:00,2021,8,16,3,0,0,10.81,95.5,54.42,12.98,99.65,1.43
2021-08-16 04:00:00+00:00,2021,8,16,4,0,0,10.96,96.12,51.9,12.99,99.6,1.5
2021-08-16 05:00:00+00:00,2021,8,16,5,0,0,11.19,96.56,45.73,12.08,99.62,2.42
2021-08-16 06:00:00+00:00,2021,8,16,6,6.27,1.58,11.45,97.5,33.32,10.64,99.72,2.72
2021-08-16 07:00:00+00:00,2021,8,16,7,47.57,20.62,11.97,96.88,23.94,9.6,99.81,1.86
2021-08-16 08:00:00+00:00,2021,8,16,8,107.55,50.05,12.42,95.94,17.51,8.7,99.86,0.99
